Seq_ID,Accesion,GI,Species,Full_taxonomy,Name
rRNA_NR_026430.1_1-1420_DIR+,NR_026430.1,GI:219846838,Hyphomicrobium_methylovorum,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_methylovorum,"Hyphomicrobium methylovorum strain DSM 5458 16S ribosomal RNA, partial sequence"
rRNA_AF538931.1_1-1452_DIR+,AF538931.1,GI:23194457,Hyphomicrobium_sulfonivorans,Bacteria;Proteobacteria;Alphaproteobacteria;Rhizobiales;Hyphomicrobiaceae;Hyphomicrobium;Hyphomicrobium_sulfonivorans,"Hyphomicrobium_sulfonivorans WDL6 16S ribosomal RNA gene, partial sequence"
rRNA_NR_027573.1_1-1429_DIR+,NR_027573.1,GI:228718376,Intestinibacter_bartlettii,Bacteria;Firmicutes;Clostridia;Clostridiales;Peptostreptococcaceae;Intestinibacter;Intestinibacter_bartlettii,"Intestinibacter bartlettii strain WAL 16138 16S ribosomal RNA, partial sequence"
rRNA_GU419701.1_1-953_DIR+,GU419701.1,GI:285183583,Johnsonella_ignava,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Johnsonella;Johnsonella_ignava,"Johnsonella_ignava clone WWP SS8 G02 16S ribosomal RNA gene, partial "
rRNA_EU333881.1_3-1470_DIR+,EU333881.1,GI:164504839,Klebsiella_granulomatis,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_granulomatis,"Klebsiella_granulomatis strain K22-14 16S ribosomal RNA gene, complete sequence"
rRNA_NR_041749.1_1-1436_DIR+,NR_041749.1,GI:343201062,Klebsiella_oxytoca,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_oxytoca,"Klebsiella oxytoca strain ATCC 13182 16S ribosomal RNA, partial sequence"
rRNA_X87276.1_1-1529_DIR+,X87276.1,GI:1165114,Klebsiella_pneumoniae,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_pneumoniae,K.pneumoniae_16S rRNA gene
rRNA_HQ407284.1_47-1548_DIR+,HQ407284.1,GI:310751486,Klebsiella_variicola,Bacteria;Proteobacteria;Gammaproteobacteria;Enterobacterales;Enterobacteriaceae;Klebsiella;Klebsiella_variicola,"Klebsiella_variicola strain C109 16S ribosomal RNA gene, partial sequence"
rRNA_AF298663.1_1-1452_DIR+,AF298663.1,GI:11095289,Lachnobacterium_bovis,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnobacterium;Lachnobacterium_bovis,"Lachnobacterium_bovis strain LRC 5382 16S ribosomal RNA gene, partial sequence"
rRNA_AY699277.1_1-1519_DIR+,AY699277.1,GI:51512126,Lachnospira_pectinoschiza,Bacteria;Firmicutes;Clostridia;Clostridiales;Lachnospiraceae;Lachnospira;Lachnospira_pectinoschiza,"Lachnospira_pectinoschiza isolate M81 16S ribosomal RNA gene, partial sequence"
rRNA_DQ664203.2_1-1527_DIR+,DQ664203.2,GI:195950681,Lactobacillus_aquaticus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_aquaticus,"Lactobacillus aquaticus strain IMCC1736 16S ribosomal RNA gene, partial sequence"
rRNA_HQ318715.2_1-1531_DIR+,HQ318715.2,GI:313575611,Lactobacillus_casei,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_casei,"Lactobacillus casei strain FJAT-CF9 16S ribosomal RNA gene, partial sequence"
rRNA_EF187259.2_1-1516_DIR+,EF187259.2,GI:218139555,Lactobacillus_intestinalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_intestinalis,"Lactobacillus intestinalis 16S ribosomal RNA gene, partial sequence"
rRNA_EF187260.2_3-1518_DIR+,EF187260.2,GI:218139556,Lactobacillus_murinus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_murinus,"Lactobacillus murinus 16S ribosomal RNA gene, partial sequence"
rRNA_AB332024.2_1-1551_DIR+,AB332024.2,GI:169636297,Lactobacillus_nodensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_nodensis,"Lactobacillus nodensis gene for 16S ribosomal RNA, partial sequence"
rRNA_AY681126.2_3-1520_DIR+,AY681126.2,GI:163845594,Lactobacillus_uvarum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_uvarum,"Lactobacillus uvarum strain 8 16S ribosomal RNA gene, complete sequence"
rRNA_AB303841.1_1-1485_DIR+,AB303841.1,GI:160332472,Lactobacillus_acetotolerans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acetotolerans,"Lactobacillus_acetotolerans gene for 16S ribosomal RNA, partial sequence, strain: JCM 3825"
rRNA_AJ632158.1_1-1518_DIR+,AJ632158.1,GI:55466867,Lactobacillus_acidifarinae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidifarinae,"Lactobacillus_acidifarinae 16S rRNA gene, type strain LMG 22200"
rRNA_AB326357.1_1-1490_DIR+,AB326357.1,GI:148921470,Lactobacillus_acidipiscis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidipiscis,"Lactobacillus_acidipiscis gene for 16S rRNA, partial sequence, strain: NBRC 102164"
rRNA_AY773947.1_1-1478_DIR+,AY773947.1,GI:55418399,Lactobacillus_acidophilus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_acidophilus,"Lactobacillus_acidophilus strain BCRC10695 16S ribosomal RNA gene, complete sequence"
rRNA_AB425914.1_1-1484_DIR+,AB425914.1,GI:282154586,Lactobacillus_agilis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_agilis,"Lactobacillus_agilis gene for 16S ribosomal RNA, partial sequence, strain: TB-A07"
rRNA_NR_028617.1_1-1501_DIR+,NR_028617.1,GI:265678315,Lactobacillus_algidus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_algidus,"Lactobacillus algidus strain M 6 A9 16S ribosomal RNA, partial sequence"
rRNA_NR_029351.1_1-1502_DIR+,NR_029352.1,GI:265679044,Lactobacillus_amylolyticus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_amylolyticus,"Lactobacillus amylolyticus DSM 11664 strain LA 5 16S ribosomal RNA, partial sequence"
rRNA_AM236150.1_1-1525_DIR+,AM236150.1,GI:117575085,Lactobacillus_amylotrophicus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_amylotrophicus,"Lactobacillus_amylotrophicus 16S rRNA gene, strain NRRL B-4435"
rRNA_AB425915.1_1-1487_DIR+,AB425915.1,GI:282154587,Lactobacillus_amylovorus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_amylovorus,"Lactobacillus_amylovorus gene for 16S ribosomal RNA, partial sequence, strain: TB-A08"
rRNA_AB326350.1_1-1489_DIR+,AB326350.1,GI:148921463,Lactobacillus_animalis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_animalis,"Lactobacillus_animalis gene for 16S rRNA, partial sequence, strain: NBRC 15882"
rRNA_NR_027206.1_1-1520_DIR+,NR_027206.1,GI:224581425,Lactobacillus_antri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_antri,"Lactobacillus antri strain Kx146A4 16S ribosomal RNA, partial sequence"
rRNA_AJ871178.1_1-1531_DIR+,AJ871178.1,GI:56797562,Lactobacillus_apodemi,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_apodemi,"Lactobacillus_apodemi 16S rRNA gene, type strain ASB1T"
rRNA_AB175730.1_1-1509_DIR+,AB175730.1,GI:139002284,Lactobacillus_aviarius,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_aviarius,"Lactobacillus_aviarius gene for 16S rRNA, strain:LAV5"
rRNA_M58809.1_10-1567_DIR+,M58809.1,GI:175017,Lactobacillus_bifermentans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_bifermentans,Lactobacillus_bifermentans 16S ribosomal RNA
rRNA_DQ268866.1_1-1493_DIR+,DQ268866.1,GI:82468797,Lactobacillus_brevis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_brevis,"Lactobacillus_brevis strain HZGUAP002 16S ribosomal RNA gene, partial sequence"
rRNA_AB425940.1_1-1496_DIR+,AB425940.1,GI:282154612,Lactobacillus_buchneri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_buchneri,"Lactobacillus_buchneri gene for 16S ribosomal RNA, partial sequence, strain: TB-H34"
rRNA_AM905389.1_1-1527_DIR+,AM905389.1,GI:167891933,Lactobacillus_cacaonum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_cacaonum,"Lactobacillus_cacaonum partial 16S rRNA gene, type strain LMG 24285T"
rRNA_AB365976.1_1-1526_DIR+,AB365976.1,GI:206597150,Lactobacillus_capillatus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_capillatus,"Lactobacillus_capillatus gene for 16S rRNA, partial sequence, strain: YIT 11306 (= JCM 15044, = DSM 19910 = BCRC 17811)"
rRNA_AM113776.1_1-1560_DIR+,AM113776.1,GI:77681100,Lactobacillus_coleohominis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_coleohominis,"Lactobacillus_coleohominis partial 16S rRNA gene, strain type strain:DSM 14060"
rRNA_AB268119.1_1-1536_DIR+,AB268119.1,GI:119359935,Lactobacillus_composti,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_composti,"Lactobacillus_composti gene for 16S rRNA, partial sequence, strain:NRIC 0690"
rRNA_AY683322.1_1-1528_DIR+,AY683322.1,GI:51512165,Lactobacillus_concavus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_concavus,"Lactobacillus_concavus strain AS 1.5017 16S ribosomal RNA gene, partial sequence"
rRNA_AJ575741.1_3-1521_DIR+,AJ575741.1,GI:32479630,Lactobacillus_coryniformis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_coryniformis,"Lactobacillus_coryniformis subsp torquens 16S rRNA gene, strain CECT 4129"
rRNA_AJ242969.1_2-1539_DIR+,AJ242969.1,GI:5123820,Lactobacillus_crispatus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus,"Lactobacillus_crispatus 16S rRNA gene, strain NCTC 4"
rRNA_FN692037.1_62524-64075_1-1552_DIR+,FN692037.1,GI:295029968,Lactobacillus_crispatus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crispatus,"Lactobacillus_crispatus ST1 complete genome, strain ST1"
rRNA_FJ645923.1_26-1552_DIR+,FJ645923.1,GI:223047786,Lactobacillus_crustorum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_crustorum,"Lactobacillus_crustorum strain 125 16S ribosomal RNA gene, complete sequence"
rRNA_AY204891.1_1-1400_DIR+,AY204891.1,GI:28883468,Lactobacillus_curvatus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_curvatus,"Lactobacillus_curvatus strain YMRS3a 16S small subunit ribosomal RNA gene, partial sequence"
rRNA_AY773950.1_1-1516_DIR+,AY773950.1,GI:55418402,Lactobacillus_delbrueckii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii,"Lactobacillus_delbrueckii subsp lactis strain BCRC11051 16S ribosomal RNA gene, complete sequence"
rRNA_CR954253.1_45160-46720_2-1553_DIR+,CR954253.1,GI:103422338,Lactobacillus_delbrueckii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii,Lactobacillus_delbrueckii subsp bulgaricus ATCC 11842 complete genome
rRNA_EU722745.1_1-1518_DIR+,EU722745.1,GI:189345361,Lactobacillus_delbrueckii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_delbrueckii,"Lactobacillus_delbrueckii 16S ribosomal RNA gene, partial sequence"
rRNA_NR_037004.1_1-1401_DIR+,NR_037004.1,GI:310975140,Lactobacillus_diolivorans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_diolivorans,"Lactobacillus diolivorans strain JKD6 16S ribosomal RNA, partial sequence"
rRNA_AB425924.1_2-1550_DIR+,AB425924.1,GI:282154596,Lactobacillus_equi,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_equi,"Lactobacillus_equi gene for 16S ribosomal RNA, partial sequence, strain: TB-C18"
rRNA_AB290830.1_1-1485_DIR+,AB290830.1,GI:218775050,Lactobacillus_equicursoris,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_equicursoris,"Lactobacillus_equicursoris gene for 16S ribosomal RNA, partial sequence"
rRNA_AM905388.1_1-1532_DIR+,AM905388.1,GI:167891932,Lactobacillus_fabifermentans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_fabifermentans,"Lactobacillus_fabifermentans partial 16S rRNA gene, type strain LMG 24284T"
rRNA_AJ417499.1_1-1555_DIR+,AJ417499.1,GI:16549054,Lactobacillus_farciminis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_farciminis,"Lactobacillus_farciminis 16S rRNA gene, strain DSM 20185"
rRNA_AB262732.1_2-1556_DIR+,AB262732.1,GI:118420843,Lactobacillus_farraginis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_farraginis,"Lactobacillus_farraginis gene for 16S rRNA, partial sequence, strain: NRIC 0678"
rRNA_HQ650232.1_1-1540_DIR+,HQ650232.1,GI:313493519,Lactobacillus_fermentum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_fermentum,"Lactobacillus_fermentum strain KN02 16S ribosomal RNA gene, partial sequence"
rRNA_NR_036788.1_1-1563_DIR+,NR_036789.1,GI:310974925,Lactobacillus_fructivorans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_fructivorans,"Lactobacillus fructivorans KCTC 3543 = DSM 20203 16S ribosomal RNA, partial sequence"
rRNA_NR_025371.1_1-1561_DIR+,NR_025371.1,GI:219878232,Lactobacillus_frumenti,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_frumenti,"Lactobacillus frumenti strain TMW 1.666 16S ribosomal RNA, partial sequence"
rRNA_AB370875.1_1-1494_DIR+,AB370875.1,GI:165292282,Lactobacillus_fuchuensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_fuchuensis,"Lactobacillus_fuchuensis gene for 16S ribosomal RNA, partial sequence, strain: B5M10 (=JCM 11249, =DSM 14340)"
rRNA_EF412985.1_1-1529_DIR+,EF412985.1,GI:126013495,Lactobacillus_gallinarum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_gallinarum,"Lactobacillus_gallinarum strain I26 16S ribosomal RNA gene, partial sequence"
rRNA_AB008209.1_1-1561_DIR+,AB008209.1,GI:163954908,Lactobacillus_gasseri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_gasseri,"Lactobacillus_gasseri gene for 16S rRNA, partial sequence, strain: YIT 0192 (= DSM 20243)"
rRNA_NR_029084.1_1-1543_DIR+,NR_029084.1,GI:265678779,Lactobacillus_gastricus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_gastricus,"Lactobacillus gastricus strain Kx156A7 16S ribosomal RNA, partial sequence"
rRNA_AM113778.1_1-1548_DIR+,AM113778.1,GI:77681102,Lactobacillus_graminis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_graminis,"Lactobacillus_graminis partial 16S rRNA gene, strain type strain:DSM 20719"
rRNA_AB512777.1_1-1551_DIR+,AB512777.1,GI:258612363,Lactobacillus_hammesii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_hammesii,"Lactobacillus_hammesii gene for 16S rRNA, partial sequence, strain: YIT 12110"
rRNA_NR_025448.1_1-1510_DIR+,NR_025448.1,GI:219878309,Lactobacillus_hamsteri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_hamsteri,"Lactobacillus hamsteri strain DSM 5661 16S ribosomal RNA, partial sequence"
rRNA_AB267406.1_1-1483_DIR+,AB267406.1,GI:154623615,Lactobacillus_hayakitensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_hayakitensis,"Lactobacillus_hayakitensis gene for 16S ribosomal RNA, partial sequence"
rRNA_FJ844986.1_1-1489_DIR+,FJ844986.1,GI:226526875,Lactobacillus_helveticus,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_helveticus,"Lactobacillus_helveticus strain IMAU20077 16S ribosomal RNA gene, partial sequence"
rRNA_AB262962.1_1-1549_DIR+,AB262962.1,GI:116235048,Lactobacillus_hilgardii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_hilgardii,"Lactobacillus_hilgardii gene for 16S rRNA, partial sequence"
rRNA_NR_036982.1_1-1539_DIR+,NR_036982.1,GI:310975118,Lactobacillus_iners,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_iners,"Lactobacillus iners strain DSM 13335 16S ribosomal RNA gene, partial sequence"
rRNA_EU559601.1_4-1554_DIR+,EU559601.1,GI:171850492,Lactobacillus_jensenii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_jensenii,"Lactobacillus_jensenii strain ZDY161a 16S ribosomal RNA gene, partial sequence"
rRNA_FJ557011.1_1-1535_DIR+,FJ557011.1,GI:255040333,Lactobacillus_johnsonii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_johnsonii,"Lactobacillus_johnsonii strain NCC2822 16S ribosomal RNA gene, partial sequence"
rRNA_NR_029083.1_1-1547_DIR+,NR_029083.1,GI:265678778,Lactobacillus_kalixensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kalixensis,"Lactobacillus kalixensis strain Kx127A2 16S ribosomal RNA, partial sequence"
rRNA_AB372208.1_2-1526_DIR+,AB372208.1,GI:253735631,Lactobacillus_kefiranofaciens,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiranofaciens,"Lactobacillus_kefiranofaciens subsp kefirgranum gene for 16S ribosomal RNA, partial sequence, strain: SBT 11088"
rRNA_AB362680.1_2-1566_DIR+,AB362680.1,GI:157907412,Lactobacillus_kefiri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kefiri,"Lactobacillus_kefiri gene for 16S rRNA, partial sequence, strain: NRIC 0585"
rRNA_AF183558.1_1-1522_DIR+,AF183558.1,GI:6651428,Lactobacillus_kimchii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kimchii,"Lactobacillus_kimchii 16S ribosomal RNA gene, partial sequence"
rRNA_HM596289.1_1-1550_DIR+,HM596289.1,GI:301072779,Lactobacillus_kisonensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kisonensis,"Lactobacillus_kisonensis strain F0435 16S ribosomal RNA gene, partial sequence"
rRNA_NR_024813.1_1-1506_DIR+,NR_024813.1,GI:219857185,Lactobacillus_kitasatonis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kitasatonis,"Lactobacillus kitasatonis strain JCM 1039 16S ribosomal RNA, partial sequence"
rRNA_NR_026404.1_1-1517_DIR+,NR_026404.1,GI:219846812,Lactobacillus_kunkeei,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_kunkeei,"Lactobacillus kunkeei strain YH-15 16S ribosomal RNA, partial sequence"
rRNA_AB326352.1_1-1485_DIR+,AB326352.1,GI:148921465,Lactobacillus_mali,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_mali,"Lactobacillus_mali gene for 16S rRNA, partial sequence, strain: NBRC 102159"
rRNA_AF000163.1_1-1561_DIR+,AF000163.1,GI:3982551,Lactobacillus_manihotivorans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_manihotivorans,"Lactobacillus_manihotivorans strain YAM I 16S ribosomal RNA gene, complete sequence"
rRNA_NR_028949.1_1-1535_DIR+,NR_028949.1,GI:265678644,Lactobacillus_mindensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_mindensis,"Lactobacillus mindensis strain TMW 1.80 16S ribosomal RNA, partial sequence"
rRNA_FR693800.1_1-1404_DIR+,FR693800.1,GI:313192234,Lactobacillus_mucosae,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_mucosae,"Lactobacillus_mucosae partial 16S rRNA gene, isolate LB2"
rRNA_AB162131.1_1-1530_DIR+,AB162131.1,GI:42517082,Lactobacillus_nagelii,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_nagelii,"Lactobacillus_nagelii gene for 16S rRNA, partial sequence"
rRNA_AM259119.1_1-1518_DIR+,AM259119.1,GI:116054477,Lactobacillus_namurensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_namurensis,"Lactobacillus_namurensis partial 16S rRNA gene, type strain LMG 23584T"
rRNA_AY690834.1_1-1556_DIR+,AY690834.1,GI:56786164,Lactobacillus_nantensis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_nantensis,"Lactobacillus_nantensis strain LP33 16S ribosomal RNA gene, complete sequence"
rRNA_EU821353.1_1-1529_DIR+,EU821353.1,GI:213689301,Lactobacillus_oeni,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_oeni,"Lactobacillus_oeni strain 420 16S ribosomal RNA gene, partial sequence"
rRNA_AY733085.1_1-1508_DIR+,AY733085.1,GI:52631930,Lactobacillus_oligofermentans,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_oligofermentans,"Lactobacillus_oligofermentans strain 533 16S ribosomal RNA gene, partial sequence"
rRNA_HM596285.1_1-1550_DIR+,HM596285.1,GI:301072775,Lactobacillus_oris,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_oris,"Lactobacillus_oris strain F0423 16S ribosomal RNA gene, partial sequence"
rRNA_AB362679.1_2-1561_DIR+,AB362679.1,GI:157907411,Lactobacillus_pantheris,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_pantheris,"Lactobacillus_pantheris gene for 16S rRNA, partial sequence, strain: NRIC 0415"
rRNA_FJ476125.1_1-1532_DIR+,FJ476125.1,GI:218456575,Lactobacillus_parabuchneri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_parabuchneri,"Lactobacillus_parabuchneri strain D1 16S ribosomal RNA gene, partial sequence"
rRNA_FJ476126.1_2-1537_DIR+,FJ476126.1,GI:218456576,Lactobacillus_paracasei,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_paracasei,"Lactobacillus_paracasei strain 6W 16S ribosomal RNA gene, partial sequence"
rRNA_AB473624.1_1-1521_DIR+,AB473624.1,GI:218478043,Lactobacillus_paracollinoides,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_paracollinoides,"Lactobacillus_paracollinoides gene for 16S ribosomal RNA, partial sequence, strain: JCM 1113"
rRNA_AB262734.1_1-1553_DIR+,AB262734.1,GI:118420845,Lactobacillus_parafarraginis,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_parafarraginis,"Lactobacillus_parafarraginis gene for 16S rRNA, partial sequence, strain: NRIC 0677"
rRNA_AB370879.1_1-1496_DIR+,AB370879.1,GI:165292286,Lactobacillus_parakefiri,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_parakefiri,"Lactobacillus_parakefiri gene for 16S ribosomal RNA, partial sequence, strain: JCM 8573"
rRNA_AJ422035.1_1-1519_DIR+,AJ422035.1,GI:26800854,Lactobacillus_paralimentarius,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_paralimentarius,"Lactobacillus_paralimentarius 16S rRNA gene, strain ACA-DC 3413"
rRNA_AY681134.1_2-1527_DIR+,AY681134.1,GI:56267098,Lactobacillus_paralimentarius,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_paralimentarius,"Lactobacillus_paralimentarius strain 203 16S ribosomal RNA gene, complete sequence"
rRNA_NR_025447.1_1-1502_DIR+,NR_025447.1,GI:219878308,Lactobacillus_paraplantarum,Bacteria;Firmicutes;Bacilli;Lactobacillales;Lactobacillaceae;Lactobacillus;Lactobacillus_paraplantarum,"Lactobacillus paraplantarum strain DSM 10667 16S ribosomal RNA, partial sequence"
